model_class,id,name,version,description,labels,icon,edam_operations,edam_topics,hidden,is_workflow_compatible,xrefs,versions,hidden_versions,link,min_width,target,has_parameters,panel_section_id,panel_section_name,form_style,tool_shed_repository.name,tool_shed_repository.owner,tool_shed_repository.changeset_revision,tool_shed_repository.tool_shed,tool_text
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster/mothur_cluster/1.39.5.0,Cluster,1.39.5.0,Assign sequences to OTUs (Operational Taxonomic Unit),[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_cluster%2Fmothur_cluster%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_cluster,iuc,6366f4483b35,toolshed.g2.bx.psu.edu,Cluster Assign sequences to OTUs (Operational Taxonomic Unit) Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.39.5.0,Cluster.split,1.39.5.0,Assign sequences to OTUs and split large matrices,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_cluster_split%2Fmothur_cluster_split%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_cluster_split,iuc,19f45bdbffd9,toolshed.g2.bx.psu.edu,Cluster.split Assign sequences to OTUs and split large matrices Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_fragments/mothur_cluster_fragments/1.39.5.0,Cluster.fragments,1.39.5.0,Group sequences that are part of a larger sequence,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_cluster_fragments%2Fmothur_cluster_fragments%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_cluster_fragments,iuc,7b96c990a457,toolshed.g2.bx.psu.edu,Cluster.fragments Group sequences that are part of a larger sequence Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_classic/mothur_cluster_classic/1.39.5.0,Cluster.classic,1.39.5.0,Assign sequences to OTUs (Dotur implementation),[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_cluster_classic%2Fmothur_cluster_classic%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_cluster_classic,iuc,6e6b8dd3b770,toolshed.g2.bx.psu.edu,Cluster.classic Assign sequences to OTUs (Dotur implementation) Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_clearcut/mothur_clearcut/1.39.5.0,Clearcut,1.39.5.0,Generate a tree using relaxed neighbor joining,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_clearcut%2Fmothur_clearcut%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_clearcut,iuc,ad924a6328cc,toolshed.g2.bx.psu.edu,Clearcut Generate a tree using relaxed neighbor joining Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_tree/mothur_classify_tree/1.39.5.0,Classify.tree,1.39.5.0,Get a consensus taxonomy for each node on a tree,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_classify_tree%2Fmothur_classify_tree%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_classify_tree,iuc,5d8809423177,toolshed.g2.bx.psu.edu,Classify.tree Get a consensus taxonomy for each node on a tree Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.39.5.0,Classify.seqs,1.39.5.0,Assign sequences to taxonomy,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_classify_seqs%2Fmothur_classify_seqs%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_classify_seqs,iuc,09bf9e496c64,toolshed.g2.bx.psu.edu,Classify.seqs Assign sequences to taxonomy Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_otu/mothur_classify_otu/1.39.5.0,Classify.otu,1.39.5.0,Assign sequences to taxonomy,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_classify_otu%2Fmothur_classify_otu%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_classify_otu,iuc,ff1bc0299372,toolshed.g2.bx.psu.edu,Classify.otu Assign sequences to taxonomy Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chop_seqs/mothur_chop_seqs/1.39.5.0,Chop.seqs,1.39.5.0,Trim sequences to a specified length,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_chop_seqs%2Fmothur_chop_seqs%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_chop_seqs,iuc,e7a88b8551ff,toolshed.g2.bx.psu.edu,Chop.seqs Trim sequences to a specified length Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.39.5.0,Chimera.uchime,1.39.5.0,Find putative chimeras using uchime,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_chimera_uchime%2Fmothur_chimera_uchime%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_chimera_uchime,iuc,d9fe0fecb696,toolshed.g2.bx.psu.edu,Chimera.uchime Find putative chimeras using uchime Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_slayer/mothur_chimera_slayer/1.39.5.0,Chimera.slayer,1.39.5.0,Find putative chimeras using slayer,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_chimera_slayer%2Fmothur_chimera_slayer%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_chimera_slayer,iuc,0cc35c0a3d05,toolshed.g2.bx.psu.edu,Chimera.slayer Find putative chimeras using slayer Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_pintail/mothur_chimera_pintail/1.39.5.0,Chimera.pintail,1.39.5.0,Find putative chimeras using pintail,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_chimera_pintail%2Fmothur_chimera_pintail%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_chimera_pintail,iuc,5f66e6f7f6c0,toolshed.g2.bx.psu.edu,Chimera.pintail Find putative chimeras using pintail Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_perseus/mothur_chimera_perseus/1.39.5.0,Chimera.perseus,1.39.5.0,Find putative chimeras using chimeraCheck,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_chimera_perseus%2Fmothur_chimera_perseus%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_chimera_perseus,iuc,54bc4863eb3d,toolshed.g2.bx.psu.edu,Chimera.perseus Find putative chimeras using chimeraCheck Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_check/mothur_chimera_check/1.39.5.0,Chimera.check,1.39.5.0,Find putative chimeras using chimeraCheck,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_chimera_check%2Fmothur_chimera_check%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_chimera_check,iuc,74dfe7be1563,toolshed.g2.bx.psu.edu,Chimera.check Find putative chimeras using chimeraCheck Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_ccode/mothur_chimera_ccode/1.39.5.0,Chimera.ccode,1.39.5.0,Find putative chimeras using ccode,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_chimera_ccode%2Fmothur_chimera_ccode%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_chimera_ccode,iuc,4e3288a885b1,toolshed.g2.bx.psu.edu,Chimera.ccode Find putative chimeras using ccode Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_bellerophon/mothur_chimera_bellerophon/1.39.5.0,Chimera.bellerophon,1.39.5.0,Find putative chimeras using bellerophon,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_chimera_bellerophon%2Fmothur_chimera_bellerophon%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_chimera_bellerophon,iuc,14a7c1eca23d,toolshed.g2.bx.psu.edu,Chimera.bellerophon Find putative chimeras using bellerophon Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_bin_seqs/mothur_bin_seqs/1.39.5.0,Bin.seqs,1.39.5.0,Order Sequences by OTU,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_bin_seqs%2Fmothur_bin_seqs%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_bin_seqs,iuc,65000a433c3b,toolshed.g2.bx.psu.edu,Bin.seqs Order Sequences by OTU Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_anosim/mothur_anosim/1.39.5.0,Anosim,1.39.5.0,Non-parametric multivariate analysis of changes in community structure,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_anosim%2Fmothur_anosim%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_anosim,iuc,3218d342b0de,toolshed.g2.bx.psu.edu,Anosim Non-parametric multivariate analysis of changes in community structure Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_amova/mothur_amova/1.39.5.0,Amova,1.39.5.0,Analysis of molecular variance,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_amova%2Fmothur_amova%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_amova,iuc,8642712a607c,toolshed.g2.bx.psu.edu,Amova Analysis of molecular variance Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.39.5.0,Align.seqs,1.39.5.0,Align sequences to a template alignment,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_align_seqs%2Fmothur_align_seqs%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_align_seqs,iuc,abf7c15ecfef,toolshed.g2.bx.psu.edu,Align.seqs Align sequences to a template alignment Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_check/mothur_align_check/1.39.5.0,Align.check,1.39.5.0,Calculate the number of potentially misaligned bases,[],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]","['1.36.1.0', '1.39.5.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_align_check%2Fmothur_align_check%2F1.39.5.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_align_check,iuc,2f668a63a256,toolshed.g2.bx.psu.edu,Align.check Calculate the number of potentially misaligned bases Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_hcluster/mothur_hcluster/1.36.1.0,Hcluster,1.36.1.0,Assign sequences to OTUs (Operational Taxonomic Unit),['updated'],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]",['1.36.1.0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_hcluster%2Fmothur_hcluster%2F1.36.1.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_hcluster,iuc,989184322514,toolshed.g2.bx.psu.edu,Hcluster Assign sequences to OTUs (Operational Taxonomic Unit) Mothur
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_rf/mothur_classify_rf/1.36.1.0,Classify.rf,1.36.1.0,description,['updated'],,[],[],,True,"[{'value': 'mothur', 'type': 'bio.tools'}]",['1.36.1.0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmothur_classify_rf%2Fmothur_classify_rf%2F1.36.1.0,-1,galaxy_main,True,mothur,Mothur,regular,mothur_classify_rf,iuc,010296966465,toolshed.g2.bx.psu.edu,Classify.rf description Mothur
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__alignment__mafft/qiime2__alignment__mafft/2026.1.0+q2galaxy.2026.1.0,qiime2 alignment mafft,2026.1.0+q2galaxy.2026.1.0,De novo multiple sequence alignment with MAFFT,[],,[],[],,True,"[{'value': 'qiime2', 'type': 'bio.tools'}]","['2023.5.0+q2galaxy.2023.5.0.2', '2024.5.0+q2galaxy.2024.5.0', '2024.10.0+q2galaxy.2024.10.0', '2025.4.0+q2galaxy.2025.4.0', '2025.7.0+q2galaxy.2025.7.0', '2025.10.0+q2galaxy.2025.10.0', '2026.1.0+q2galaxy.2026.1.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__alignment__mafft%2Fqiime2__alignment__mafft%2F2026.1.0%2Bq2galaxy.2026.1.0,-1,galaxy_main,True,qiime2,QIIME2,regular,qiime2__alignment__mafft,q2d2,e7746c84c60d,toolshed.g2.bx.psu.edu,qiime2 alignment mafft De novo multiple sequence alignment with MAFFT QIIME2
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__alignment__mafft_add/qiime2__alignment__mafft_add/2026.1.0+q2galaxy.2026.1.0,qiime2 alignment mafft-add,2026.1.0+q2galaxy.2026.1.0,Add sequences to multiple sequence alignment with MAFFT.,[],,[],[],,True,"[{'value': 'qiime2', 'type': 'bio.tools'}]","['2023.5.0+q2galaxy.2023.5.0.2', '2024.5.0+q2galaxy.2024.5.0', '2024.10.0+q2galaxy.2024.10.0', '2025.4.0+q2galaxy.2025.4.0', '2025.7.0+q2galaxy.2025.7.0', '2025.10.0+q2galaxy.2025.10.0', '2026.1.0+q2galaxy.2026.1.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__alignment__mafft_add%2Fqiime2__alignment__mafft_add%2F2026.1.0%2Bq2galaxy.2026.1.0,-1,galaxy_main,True,qiime2,QIIME2,regular,qiime2__alignment__mafft_add,q2d2,3c8af46b66c9,toolshed.g2.bx.psu.edu,qiime2 alignment mafft-add Add sequences to multiple sequence alignment with MAFFT. QIIME2
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__alignment__mask/qiime2__alignment__mask/2026.1.0+q2galaxy.2026.1.0,qiime2 alignment mask,2026.1.0+q2galaxy.2026.1.0,Positional conservation and gap filtering.,[],,[],[],,True,"[{'value': 'qiime2', 'type': 'bio.tools'}]","['2023.5.0+q2galaxy.2023.5.0.2', '2024.5.0+q2galaxy.2024.5.0', '2024.10.0+q2galaxy.2024.10.0', '2025.4.0+q2galaxy.2025.4.0', '2025.7.0+q2galaxy.2025.7.0', '2025.10.0+q2galaxy.2025.10.0', '2026.1.0+q2galaxy.2026.1.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__alignment__mask%2Fqiime2__alignment__mask%2F2026.1.0%2Bq2galaxy.2026.1.0,-1,galaxy_main,True,qiime2,QIIME2,regular,qiime2__alignment__mask,q2d2,4facd8fa09a6,toolshed.g2.bx.psu.edu,qiime2 alignment mask Positional conservation and gap filtering. QIIME2
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__composition__add_pseudocount/qiime2__composition__add_pseudocount/2026.1.0+0.g4b3aa86.dirty-q2galaxy.2026.1.0,qiime2 composition add-pseudocount,2026.1.0+0.g4b3aa86.dirty-q2galaxy.2026.1.0,Add pseudocount to table.,[],,[],[],,True,"[{'value': 'qiime2', 'type': 'bio.tools'}]","['2023.5.0+q2galaxy.2023.5.0.2', '2024.5.0+q2galaxy.2024.5.0', '2024.10.0+q2galaxy.2024.10.0', '2025.4.0+q2galaxy.2025.4.0', '2025.7.0+q2galaxy.2025.7.0', '2025.10.0+q2galaxy.2025.10.0', '2026.1.0+0.g4b3aa86.dirty-q2galaxy.2026.1.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__composition__add_pseudocount%2Fqiime2__composition__add_pseudocount%2F2026.1.0%2B0.g4b3aa86.dirty-q2galaxy.2026.1.0,-1,galaxy_main,True,qiime2,QIIME2,regular,qiime2__composition__add_pseudocount,q2d2,8cc448683483,toolshed.g2.bx.psu.edu,qiime2 composition add-pseudocount Add pseudocount to table. QIIME2
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__composition__ancom/qiime2__composition__ancom/2026.1.0+0.g4b3aa86.dirty-q2galaxy.2026.1.0,qiime2 composition ancom,2026.1.0+0.g4b3aa86.dirty-q2galaxy.2026.1.0,Apply ANCOM to identify features that differ in abundance.,[],,[],[],,True,"[{'value': 'qiime2', 'type': 'bio.tools'}]","['2023.5.0+q2galaxy.2023.5.0.2', '2024.5.0+q2galaxy.2024.5.0', '2024.10.0+q2galaxy.2024.10.0', '2025.4.0+q2galaxy.2025.4.0', '2025.7.0+q2galaxy.2025.7.0', '2025.10.0+q2galaxy.2025.10.0', '2026.1.0+0.g4b3aa86.dirty-q2galaxy.2026.1.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__composition__ancom%2Fqiime2__composition__ancom%2F2026.1.0%2B0.g4b3aa86.dirty-q2galaxy.2026.1.0,-1,galaxy_main,True,qiime2,QIIME2,regular,qiime2__composition__ancom,q2d2,6114b42d3e92,toolshed.g2.bx.psu.edu,qiime2 composition ancom Apply ANCOM to identify features that differ in abundance. QIIME2
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__composition__ancombc/qiime2__composition__ancombc/2026.1.0+0.g4b3aa86.dirty-q2galaxy.2026.1.0,qiime2 composition ancombc,2026.1.0+0.g4b3aa86.dirty-q2galaxy.2026.1.0,Analysis of Composition of Microbiomes with Bias Correction,[],,[],[],,True,"[{'value': 'qiime2', 'type': 'bio.tools'}]","['2023.5.0+q2galaxy.2023.5.0.2', '2024.5.0+q2galaxy.2024.5.0', '2024.10.0+q2galaxy.2024.10.0', '2025.4.0+q2galaxy.2025.4.0', '2025.7.0+q2galaxy.2025.7.0', '2025.10.0+q2galaxy.2025.10.0', '2026.1.0+0.g4b3aa86.dirty-q2galaxy.2026.1.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__composition__ancombc%2Fqiime2__composition__ancombc%2F2026.1.0%2B0.g4b3aa86.dirty-q2galaxy.2026.1.0,-1,galaxy_main,True,qiime2,QIIME2,regular,qiime2__composition__ancombc,q2d2,46a04223b59c,toolshed.g2.bx.psu.edu,qiime2 composition ancombc Analysis of Composition of Microbiomes with Bias Correction QIIME2
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__composition__tabulate/qiime2__composition__tabulate/2026.1.0+0.g4b3aa86.dirty-q2galaxy.2026.1.0,qiime2 composition tabulate,2026.1.0+0.g4b3aa86.dirty-q2galaxy.2026.1.0,View tabular output from ANCOM-BC or ANCOM-BC2.,[],,[],[],,True,"[{'value': 'qiime2', 'type': 'bio.tools'}]","['2023.5.0+q2galaxy.2023.5.0.2', '2024.5.0+q2galaxy.2024.5.0', '2024.10.0+q2galaxy.2024.10.0', '2025.4.0+q2galaxy.2025.4.0', '2025.7.0+q2galaxy.2025.7.0', '2025.10.0+q2galaxy.2025.10.0', '2026.1.0+0.g4b3aa86.dirty-q2galaxy.2026.1.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__composition__tabulate%2Fqiime2__composition__tabulate%2F2026.1.0%2B0.g4b3aa86.dirty-q2galaxy.2026.1.0,-1,galaxy_main,True,qiime2,QIIME2,regular,qiime2__composition__tabulate,q2d2,397af24f4bb3,toolshed.g2.bx.psu.edu,qiime2 composition tabulate View tabular output from ANCOM-BC or ANCOM-BC2. QIIME2
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__cutadapt__demux_paired/qiime2__cutadapt__demux_paired/2026.1.0+q2galaxy.2026.1.0,qiime2 cutadapt demux-paired,2026.1.0+q2galaxy.2026.1.0,Demultiplex paired-end sequence data with barcodes in-sequence.,[],,[],[],,True,"[{'value': 'qiime2', 'type': 'bio.tools'}]","['2023.5.1+q2galaxy.2023.5.0.2', '2024.5.0+q2galaxy.2024.5.0', '2024.10.0+q2galaxy.2024.10.0', '2025.4.0+q2galaxy.2025.4.0', '2025.7.0+q2galaxy.2025.7.0', '2025.10.0+q2galaxy.2025.10.0', '2026.1.0+q2galaxy.2026.1.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__cutadapt__demux_paired%2Fqiime2__cutadapt__demux_paired%2F2026.1.0%2Bq2galaxy.2026.1.0,-1,galaxy_main,True,qiime2,QIIME2,regular,qiime2__cutadapt__demux_paired,q2d2,691d22c2a628,toolshed.g2.bx.psu.edu,qiime2 cutadapt demux-paired Demultiplex paired-end sequence data with barcodes in-sequence. QIIME2
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__cutadapt__demux_single/qiime2__cutadapt__demux_single/2026.1.0+q2galaxy.2026.1.0,qiime2 cutadapt demux-single,2026.1.0+q2galaxy.2026.1.0,Demultiplex single-end sequence data with barcodes in-sequence.,[],,[],[],,True,"[{'value': 'qiime2', 'type': 'bio.tools'}]","['2023.5.1+q2galaxy.2023.5.0.2', '2024.5.0+q2galaxy.2024.5.0', '2024.10.0+q2galaxy.2024.10.0', '2025.4.0+q2galaxy.2025.4.0', '2025.7.0+q2galaxy.2025.7.0', '2025.10.0+q2galaxy.2025.10.0', '2026.1.0+q2galaxy.2026.1.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__cutadapt__demux_single%2Fqiime2__cutadapt__demux_single%2F2026.1.0%2Bq2galaxy.2026.1.0,-1,galaxy_main,True,qiime2,QIIME2,regular,qiime2__cutadapt__demux_single,q2d2,37b9ab6237b3,toolshed.g2.bx.psu.edu,qiime2 cutadapt demux-single Demultiplex single-end sequence data with barcodes in-sequence. QIIME2
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__cutadapt__trim_paired/qiime2__cutadapt__trim_paired/2026.1.0+q2galaxy.2026.1.0,qiime2 cutadapt trim-paired,2026.1.0+q2galaxy.2026.1.0,Find and remove adapters in demultiplexed paired-end sequences.,[],,[],[],,True,"[{'value': 'qiime2', 'type': 'bio.tools'}]","['2023.5.1+q2galaxy.2023.5.0.2', '2024.5.0+q2galaxy.2024.5.0', '2024.10.0+q2galaxy.2024.10.0', '2025.4.0+q2galaxy.2025.4.0', '2025.7.0+q2galaxy.2025.7.0', '2025.10.0+q2galaxy.2025.10.0', '2026.1.0+q2galaxy.2026.1.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__cutadapt__trim_paired%2Fqiime2__cutadapt__trim_paired%2F2026.1.0%2Bq2galaxy.2026.1.0,-1,galaxy_main,True,qiime2,QIIME2,regular,qiime2__cutadapt__trim_paired,q2d2,7a93cef64ba7,toolshed.g2.bx.psu.edu,qiime2 cutadapt trim-paired Find and remove adapters in demultiplexed paired-end sequences. QIIME2
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__cutadapt__trim_single/qiime2__cutadapt__trim_single/2026.1.0+q2galaxy.2026.1.0,qiime2 cutadapt trim-single,2026.1.0+q2galaxy.2026.1.0,Find and remove adapters in demultiplexed single-end sequences.,[],,[],[],,True,"[{'value': 'qiime2', 'type': 'bio.tools'}]","['2023.5.1+q2galaxy.2023.5.0.2', '2024.5.0+q2galaxy.2024.5.0', '2024.10.0+q2galaxy.2024.10.0', '2025.4.0+q2galaxy.2025.4.0', '2025.7.0+q2galaxy.2025.7.0', '2025.10.0+q2galaxy.2025.10.0', '2026.1.0+q2galaxy.2026.1.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__cutadapt__trim_single%2Fqiime2__cutadapt__trim_single%2F2026.1.0%2Bq2galaxy.2026.1.0,-1,galaxy_main,True,qiime2,QIIME2,regular,qiime2__cutadapt__trim_single,q2d2,5a9171c06d72,toolshed.g2.bx.psu.edu,qiime2 cutadapt trim-single Find and remove adapters in demultiplexed single-end sequences. QIIME2
